District,Thana,SubOffice,Post Code,location,coordinate
Tangail,Basail,Basail,1920,"1920 Basail,Tangail","24.2330971,90.0513246"
Tangail,Bhuapur,Bhuapur,1960,"1960 Bhuapur,Tangail","24.4662909,89.87039"
Tangail,Delduar,Delduar,1910,"1910 Delduar,Tangail","24.1647394,89.96501339999999"
Tangail,Delduar,Elasin,1913,"1913 Elasin,Tangail","24.1410088,89.9014088"
Tangail,Delduar,Hinga Nagar,1914,"1914 Hinga Nagar,Tangail","24.2513451,89.9167104"
Tangail,Delduar,Jangalia,1911,"1911 Jangalia,Tangail","24.1662254,89.96384669999999"
Tangail,Delduar,Lowhati,1915,"1915 Lowhati,Tangail","24.0779218,89.95157710000001"
Tangail,Delduar,Patharail,1912,"1912 Patharail,Tangail","24.2046605,89.93707289999999"
Tangail,Ghatail,D. Pakutia,1982,"1982 D. Pakutia,Tangail","24.0207669,89.9875756"
Tangail,Ghatail,Dhalapara,1983,"1983 Dhalapara,Tangail","24.4609031,90.0904371"
Tangail,Ghatail,Ghatial,1980,"1980 Ghatial,Tangail","24.4811953,89.9731798"
Tangail,Ghatail,Lohani,1984,"1984 Lohani,Tangail","24.2513451,89.9167104"
Tangail,Ghatail,Zahidganj,1981,"1981 Zahidganj,Tangail","24.2513451,89.9167104"
Tangail,Gopalpur,Gopalpur,1990,"1990 Gopalpur,Tangail","24.5605802,89.9276957"
Tangail,Gopalpur,Hemnagar,1992,"1992 Hemnagar,Tangail","24.5723537,89.8880911"
Tangail,Gopalpur,Jhowail,1991,"1991 Jhowail,Tangail","24.2513451,89.9167104"
Tangail,Gopalpur,Chatutia,1991,"1991 Chatutia,Tangail","24.6229518,89.8927179"
Tangail,Kalihati,Ballabazar,1973,"1973 Ballabazar,Tangail","24.332932,90.0288029"
Tangail,Kalihati,Elinga,1974,"1974 Elinga,Tangail","24.3385801,89.9218193"
Tangail,Kalihati,Kalihati,1970,"1970 Kalihati,Tangail","24.3905945,89.9930052"
Tangail,Kalihati,Nagarbari,1977,"1977 Nagarbari,Tangail","24.0576707,89.87623769999999"
Tangail,Kalihati,Nagarbari SO,1976,"1976 Nagarbari SO,Tangail","24.3920563,89.91481019999999"
Tangail,Kalihati,Nagbari,1972,"1972 Nagbari,Tangail","24.3400772,90.0513246"
Tangail,Kalihati,Palisha,1975,"1975 Palisha,Tangail","24.2513451,89.9167104"
Tangail,Kalihati,Rajafair,1971,"1971 Rajafair,Tangail","24.3890925,90.071173"
Tangail,Kashkaolia,Kashkawlia,1930,"1930 Kashkawlia,Tangail","24.2513451,89.9167104"
Tangail,Madhupur,Dhonbari,1997,"1997 Dhonbari,Tangail","24.6845976,89.9486754"
Tangail,Madhupur,Madhupur,1996,"1996 Madhupur,Tangail","24.6118636,90.0314865"
Tangail,Mirzapur,Gorai,1941,"1941 Gorai,Tangail","24.099259,90.16120289999999"
Tangail,Mirzapur,Jarmuki,1944,"1944 Jarmuki,Tangail","24.2513451,89.9167104"
Tangail,Mirzapur,M.C. College,1942,"1942 M.C. College,Tangail","24.3917427,89.99482569999999"
Tangail,Mirzapur,Mirzapur,1940,"1940 Mirzapur,Tangail","24.1052534,90.1050557"
Tangail,Mirzapur,Mohera,1945,"1945 Mohera,Tangail","24.1647383,90.03965389999999"
Tangail,Mirzapur,Warri paikpara,1943,"1943 Warri paikpara,Tangail","5.5543995,5.7932008"
Tangail,Nagarpur,Dhuburia,1937,"1937 Dhuburia,Tangail","24.003382,89.84874579999999"
Tangail,Nagarpur,Nagarpur,1936,"1936 Nagarpur,Tangail","24.0576707,89.87623769999999"
Tangail,Nagarpur,Salimabad,1938,"1938 Salimabad,Tangail","24.0427571,89.82708939999999"
Tangail,Sakhipur,Kochua,1951,"1951 Kochua,Tangail","24.3473768,90.2045388"
Tangail,Sakhipur,Sakhipur,1950,"1950 Sakhipur,Tangail","24.3191857,90.1752525"
Tangail,Tangail Sadar,Kagmari,1901,"1901 Kagmari,Tangail","24.2430173,89.9030784"
Tangail,Tangail Sadar,Korotia,1903,"1903 Korotia,Tangail","24.2241109,89.9744868"
Tangail,Tangail Sadar,Purabari,1904,"1904 Purabari,Tangail","24.4291704,89.80743149999999"
Tangail,Tangail Sadar,Santosh,1902,"1902 Santosh,Tangail","24.2513451,89.9167104"
Tangail,Tangail Sadar,Tangail Sadar,1900,"1900 Tangail Sadar,Tangail","24.2780773,89.9239916"
