Place Name,Latitude,Longitude,Rating,User_Total_Rating,Types,Address,Place_ID,Compound_Code,Global_Code
City health center,24.4153744,90.3965615,0,0,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJX2fwGvu5VTcRYZ2WOrQr_88,"MQ4F+VG Baramasia, Bangladesh",7MMGP9FW+2J
Uttara Modern Hospital,23.8462788,90.3969803,4.1,7,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJM2o4EiPEVTcRhWxYikiI0IA,"MQ4H+62 Bagerhat, Bangladesh",7MMGV99W+4Q
United General Hospital,23.2299594,90.3971454,3.7,11,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJQevfivPEVTcRT3dS_JEybPw,"MQ4X+H8 Bagerhat, Bangladesh",7MMGW96W+MV
Al-Baraka Model Hospital,24.406594,90.3971959,3.6,39,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJ2RlrQhe5VTcRcLTFrSB3ni0,"MQ59+R4 Bagerhat, Bangladesh",7MMGP92W+WV
Uttara Cresent Hospital,24.040777,90.3972445,3.6,188,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJYzWMcyPEVTcRRTzH2bZMcI4,"MQ5C+2R Chirirbandar, Bangladesh",7MMGV98W+XV
TMC Diagnostic & Hospital,24.4871344,90.3975879,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Zero point, Beside, Dhaka - Mymensingh Highway",ChIJ04WA1GBDVjcRZkduTwlQE0w,"MQ5G+2M Chirirbandar, Bangladesh",7MPGH98X+R2
Modern hospital,23.3368862,90.3976503,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Gazipur Sadar Upazila,ChIJSbEytOXZVTcRSMkWm3Vp_1E,"MQ5R+4R Bagerhat, Bangladesh",7MPG393X+H3
Ibn Sina Diagnostic,23.3622273,90.3979551,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJ9W30Gx25VTcR87DZNxUnICo,"MQ5R+4V Bagerhat, Bangladesh",7MMGP93X+25
Ibn Sina Hospital & Diagnostic Keranigaj Limited,22.8730556,90.3979575,4.3,13,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJD6xPojC5VTcRznbgnqXdGjY,"MQ5R+F2 Bagerhat, Bangladesh",7MMGP93X+25
Din Hospital,22.1306328,90.3979616,3,2,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJ0WQEMRe5VTcROXq5t4N-8ME,"MQ5V+8W Bagerhat, Bangladesh",7MMGP92X+G5
"Marie Stopes Maternity Clinic, Keraniganj",24.2757258,90.3981607,4.6,10,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJ99l9HG25VTcR8iUWCcn_GU8,"MQ68+6C Bagerhat, Bangladesh",7MMGM9XX+V7
BHATRA NAYAPARA HEALTH COMPLEX,24.9092138,90.3982544,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Bhatra NayaPara Culvert,ChIJo382gmaxVzcR7MYVlE9NJZo,"MQ6Q+3R Bagerhat, Bangladesh",7MQG294X+R8
Tania Medical and Diagnostic Center,24.433781,90.398415,4.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Barmi - Nayanpur Road,ChIJzZJnJzxxVjcR7tHLxVxkalw,"MQ6W+7F Bagerhat, Bangladesh",7MPG795X+89
Mari Stopes clinic,25.0915653,90.3984225,0,0,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJDzmWOF65VTcRbBftEP_znak,"MQ6W+F2 Bagerhat, Bangladesh",7MMGM9XX+V9
Health Care Digital Diagnostic Center,23.5785031,90.3984264,4,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Tongi,ChIJ783aqljEVTcR-C_Ymc7iVKY,"MQ77+J8 Baramasia, Bangladesh",7MMGW94X+59
Combined Military Hospital (CMH),24.926088,90.3988756,4.5,562,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJceM2ZeHGVTcRao-N-JOU2vE,"MQ7Q+47 Alukdia, Bangladesh",7MMGR97X+QH
Metropolitan Medical Centre Ltd.,25.6038642,90.39893,3.6,120,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJmyoglmXHVTcRgO98YSykrdQ,"MQ7Q+MF Bagerhat, Bangladesh",7MMGQ9FX+9H
Jhilmil Hospital,24.9858994,90.3989558,4.2,10,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJK3CJ-RO5VTcRi4XgdSqFEik,"MQ7V+H5 Bagerhat, Bangladesh",7MMGM9VX+MH
Emergency and Casualty Complex-Dhaka Medical College and Hospital,25.7840786,90.3989974,4.3,27,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJkQdJxeW4VTcR6JBc5WDilOU,"MQ7V+M4 Bagerhat, Bangladesh",7MMGP9FX+XH
Impulse Hospital,23.7588717,90.3990674,3.7,302,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJUVVV4GPHVTcRpVTSsuCgkz0,"MQ7V+M4 Bagerhat, Bangladesh",7MMGQ99X+4J
RMC Hospital,24.3251857,90.3997061,2.9,66,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJ33CeNjvEVTcR4ZZbeSSVgbM,"MQ7X+24 Maska, Bangladesh",7MMGV9CX+4V
RMC Hospital,24.9458296,90.3997061,2.9,66,"['hospital', 'health', 'point_of_interest', 'establishment']","Road No.5, Dhaka",ChIJ33CeNjvEVTcR4ZZbeSSVgbM,"MQ8Q+QF Bagerhat, Bangladesh",7MMGV9CX+4V
Police line hospital (পুলিশ লাইন্স হাসপাতাল),25.8270156,90.3997755,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","police line hospital, Gazipur",ChIJZ9iYBLXbVTcR-G3hzuPhBU8,"MQ8R+M7 Bagerhat, Bangladesh",7MMGX9VX+CW
ICDDRB Dhaka Hospital,22.6177678,90.3998372,4.5,47,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJIX2hFG_HVTcR7Bmbp7Kb2SE,"MQ8R+P9 Bagerhat, Bangladesh",7MMGQ9GX+FW
