,Place Name,Latitude,Longitude,Rating,User_Total_Rating,Types,Address,Place_ID,Compound_Code,Global_Code
895,Durgapur Upazila Hospital Health Complex,24.448188199999997,88.7615822,4.4,29,"['hospital', 'health', 'point_of_interest', 'establishment']","Shibpur - Durgapur - Taherpur Road, Durgapur",ChIJeZDX7cf1-zkRSR_wl98zSkE,"CQX6+7J Durgapur, Bangladesh",7MPCCQX6+7J
898,Upazila Health Complex,25.049695899999996,88.7550952,4.7,6,"['hospital', 'health', 'point_of_interest', 'establishment']","1/1 Shahid Kazi Abdul Zabbar Rd, Patnitola 6540 Shahid Kazi Abdul Zabbar Road, Patnitola",ChIJc4XZZQR9-zkR3aurNbfUKgc,"2QX4+V2 Patnitola, Bangladesh",7MQC2QX4+V2
900,Charghat Upazilla Health Complex,24.2808052,88.75114640000001,4.3,6,"['hospital', 'health', 'point_of_interest', 'establishment']",Charghat,ChIJM7Toj__4-zkRZCpoViyn6I0,"7QJ2+8F Charghat, Bangladesh",7MPC7QJ2+8F
901,"Upazila Health Complex, Mohadevpur",24.921597199999997,88.7508778,4.6,21,"['hospital', 'health', 'point_of_interest', 'establishment']",Mohadevpur,ChIJ1URfx59_-zkRcxWIkek6mcQ,"WQC2+J9 Mohadevpur, Bangladesh",7MPCWQC2+J9
902,Gangni Upazila Health Complex,23.816315499999998,88.7443078,4.1,30,"['hospital', 'health', 'point_of_interest', 'establishment']","R745, Gangni",ChIJ59kjSq9L-TkR9Y0JgjYyJ-c,"RP8V+GP Gangni, Bangladesh",7MMCRP8V+GP
903,Paharpur Govt. Health Complex,24.8521046,88.739913,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Mohadevpur Upazila,ChIJI8e1B6iB-zkR9cE29xLEWpg,"VP2Q+RX Sofapur, Bangladesh",7MPCVP2Q+RX
904,kanshama Health complex 2,25.9306374,88.7261599,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Khansama-Joygonj Bazar Road,ChIJJ9__jR2n5DkRzFwrEF-ifR4,"WPJG+7F Khansama, Bangladesh",7MQCWPJG+7F
905,Manda Upazila Health Complex,24.758601000000002,88.7115473,4,19,"['hospital', 'health', 'point_of_interest', 'establishment']",Proshadpur,ChIJl689MICG-zkRKAulJ4sw1kk,"QP56+CJ Proshadpur, Bangladesh",7MPCQP56+CJ
907,Shibpur govt. health complex,25.7424625,88.6893594,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Dinajpur Sadar Upazila,ChIJ3ztY_iKs5DkR5QSiC14psNY,"PMRQ+XP Sundarban, Bangladesh",7MQCPMRQ+XP
909,Mohajanpur Health Complex,23.683156699999998,88.6770286,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Komorpur Bazar Bus Stop, Mohajanpur Road, Komorpur",ChIJV0f0AS83-TkR4od8O80qY5g,"MMMG+7R Komorpur, Bangladesh",7MMCMMMG+7R
910,UHC Mohanpur,24.554089,88.64721740000002,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Mohanpur,ChIJQwgFLAeN-zkRyJ1ggf9uWZQ,"HJ3W+JV Mohanpur, Bangladesh",7MPCHJ3W+JV
912,Upazila Health Complex,25.880086399999996,88.6357118,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Birganj Upazila,ChIJ3dshmUql5DkR04mk9PcY8nc,"VJJP+27 Birganj, Bangladesh",7MQCVJJP+27
914,Kamargaon Health Complex,24.635347,88.6089712,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","KeshorHat Road, Royghati",ChIJfw3EaJaR-zkR8fDR5GtIExc,"JJP5+4H Talanda, Bangladesh",7MPCJJP5+4H
915,Upazila Health Complex,23.6694,88.604108,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Kedargonj Nuton Bazar, Kedargonj",ChIJkcz6koU5-TkRaQ_az1lEWI8,"MJ93+QJ Kedargonj, Bangladesh",7MMCMJ93+QJ
916,Mujibnagar Upazila Health Complex,23.6692207,88.6040899,3.3,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Kedargonj,ChIJK-oo7YU5-TkRwhxjgO89UVE,"MJ93+MJ Kedargonj, Bangladesh",7MMCMJ93+MJ
917,Tilna Health Complex,25.0411557,88.5989749,3.7,3,"['hospital', 'health', 'point_of_interest', 'establishment']","সাপাহার উপজেলা, Tilna Health Complex",ChIJj_eG61Vw-zkROGiXV8BZfjU,"2HRX+FH Tilna, Bangladesh",7MQC2HRX+FH
918,"Upazila Health Complex, Sapahar",25.1239686,88.58687320000001,4.8,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Sapahar,ChIJ8aXMPVBu-zkRR31TYBKPmtY,"4HFP+HP Sapahar, Bangladesh",7MQC4HFP+HP
919,"Upazila Health Complex, Tanore Rajshahi.",24.5752347,88.5750604,4.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Tanore - Rajshahi Highway, Mothurapur",ChIJn0dFbJiT-zkRpJcW5hgzfoY,"HHGG+32 Mothurapur, Bangladesh",7MPCHHGG+32
920,Niamatpur Upazila Health Complex,24.8298601,88.57478409999999,4.4,9,"['hospital', 'health', 'point_of_interest', 'establishment']",Nachole - Niamatpur Road,ChIJXYX0cj-c-zkRm_eDaOu9Ixo,"RHHF+WW Niamatpur, Bangladesh",7MPCRHHF+WW
922,"Upazila Health Complex, Darusha, Paba, Rajshahi",24.443884,88.55478790000001,3.7,9,"['hospital', 'health', 'point_of_interest', 'establishment']",Paba Upazila,ChIJg1iXGvXr-zkRQsIWdnPBBI8,"CHV3+HW Sayeer Pukur, Bangladesh",7MPCCHV3+HW
