District,Thana,SubOffice,Post Code,location,coordinate
Noakhali,Noakhali Sadar,Chaprashir Hat,3811,"3811 Chaprashir Hat,Noakhali","22.8161831,91.23977750000002"
Noakhali,Noakhali Sadar,Char Jabbar,3812,"3812 Char Jabbar,Noakhali","22.6906995,91.08495920000001"
Noakhali,Noakhali Sadar,Charam Tua,3809,"3809 Charam Tua,Noakhali","22.8246384,91.1017334"
Noakhali,Noakhali Sadar,Din Monir Hat,3803,"3803 Din Monir Hat,Noakhali","22.8246384,91.1017334"
Noakhali,Noakhali Sadar,Kabirhat,3807,"3807 Kabirhat,Noakhali","22.7956429,91.1989169"
Noakhali,Noakhali Sadar,Khalifar Hat,3808,"3808 Khalifar Hat,Noakhali","22.8328483,91.0256787"
Noakhali,Noakhali Sadar,Mriddarhat,3806,"3806 Mriddarhat,Noakhali","22.8246384,91.1017334"
Noakhali,Noakhali Sadar,Noakhali College,3801,"3801 Noakhali College,Noakhali","22.8785997,91.10562829999999"
Noakhali,Noakhali Sadar,Noakhali Sadar,3800,"3800 Noakhali Sadar,Noakhali","22.8246384,91.1017334"
Noakhali,Noakhali Sadar,Pak Kishoreganj,3804,"3804 Pak Kishoreganj,Noakhali","24.4331227,90.7865655"
Noakhali,Noakhali Sadar,Sonapur,3802,"3802 Sonapur,Noakhali","22.8274798,91.10139629999999"
Noakhali,Senbag,Beezbag,3862,"3862 Beezbag,Noakhali","22.9190435,91.2265536"
Noakhali,Senbag,Chatarpaia,3864,"3864 Chatarpaia,Noakhali","22.8723789,91.09731839999999"
Noakhali,Senbag,Kallyandi,3861,"3861 Kallyandi,Noakhali","22.8723789,91.09731839999999"
Noakhali,Senbag,Kankirhat,3863,"3863 Kankirhat,Noakhali","23.0397673,91.2039159"
Noakhali,Senbag,Senbag,3860,"3860 Senbag,Noakhali","22.9874868,91.2337661"
Noakhali,Senbag,T.P. Lamua,3865,"3865 T.P. Lamua,Noakhali","22.8723789,91.09731839999999"
Rangamati,Barakal,Barakal,4570,"4570 Barakal,Rangamati","22.7251557,92.3795109"
Rangamati,Bilaichhari,Bilaichhari,4550,"4550 Bilaichhari,Rangamati","22.4912469,92.3381879"
Rangamati,Jarachhari,Jarachhari,4560,"4560 Jarachhari,Rangamati","22.6708223,92.3788939"
Rangamati,Kalampati,Betbunia,4511,"4511 Betbunia,Rangamati","22.4934,92.2359"
Rangamati,Kalampati,Kalampati,4510,"4510 Kalampati,Rangamati","22.5958248,91.9783666"
Rangamati,kaptai,Chandraghona,4531,"4531 Chandraghona,Rangamati","22.5283669,92.1302944"
Rangamati,kaptai,Kaptai,4530,"4530 Kaptai,Rangamati","22.4943822,92.2212071"
Rangamati,kaptai,Kaptai Nuton Bazar,4533,"4533 Kaptai Nuton Bazar,Rangamati","22.5017985,92.2123893"
Rangamati,kaptai,Kaptai Project,4532,"4532 Kaptai Project,Rangamati","22.4943822,92.2212071"
Rangamati,Longachh,Longachh,4580,"4580 Longachh,Rangamati","22.6533198,92.1788581"
Rangamati,Marishya,Marishya,4590,"4590 Marishya,Rangamati","23.1934106,92.2679632"
Rangamati,Naniachhar,Nanichhar,4520,"4520 Nanichhar,Rangamati","22.6533198,92.1788581"
Rangamati,Rajsthali,Rajsthali,4540,"4540 Rajsthali,Rangamati","22.3674487,92.254682"
Rangamati,Rangamati Sadar,Rangamati Sadar,4500,"4500 Rangamati Sadar,Rangamati","22.6533198,92.1788581"
